job,age,campaign,euribor3m,y
housemaid,54,1,4.856,0
services,45,2,4.856,0
services,39,2,4.856,0
blue-collar,39,1,4.856,0
technician,39,1,4.856,0
services,39,1,4.856,0
entrepreneur,32,1,4.856,0
services,41,1,4.856,0
housemaid,59,1,4.856,0
technician,57,1,4.856,0
services,30,3,4.856,0
entrepreneur,34,2,4.856,0
technician,34,1,4.856,0
blue-collar,38,3,4.856,0
blue-collar,31,2,4.856,0
admin.,47,1,4.856,0
self-employed,57,2,4.856,0
blue-collar,44,3,4.856,0
services,45,2,4.856,0
unemployed,36,1,4.856,0
services,44,5,4.856,0
management,51,1,4.856,0
admin.,28,1,4.856,0
technician,50,5,4.856,0
entrepreneur,51,1,4.856,0
blue-collar,38,5,4.856,0
blue-collar,44,1,4.856,0
admin.,35,1,4.856,0
admin.,35,1,4.856,0
admin.,32,2,4.856,0
blue-collar,48,2,4.856,0
admin.,35,1,4.856,0
technician,44,1,4.856,0
technician,43,3,4.856,0
management,40,3,4.856,0
self-employed,50,3,4.856,0
technician,44,1,4.856,0
blue-collar,37,3,4.856,0
services,32,2,4.856,0
admin.,58,2,4.856,0
technician,49,2,4.856,0
blue-collar,32,2,4.856,0
services,30,2,4.856,0
admin.,28,1,4.856,0
blue-collar,40,1,4.856,0
management,44,1,4.856,0
services,30,1,4.856,0
services,30,1,4.856,0
technician,28,2,4.856,0
housemaid,58,2,4.856,0
blue-collar,45,6,4.856,0
blue-collar,35,5,4.856,0
retired,57,2,4.856,0
admin.,35,2,4.856,0
technician,41,8,4.856,0
services,42,2,4.856,0
blue-collar,42,2,4.856,0
blue-collar,51,6,4.856,0
management,48,3,4.856,0
blue-collar,39,6,4.856,0
retired,47,2,4.856,0
technician,34,3,4.856,0
services,44,2,4.856,0
housemaid,52,4,4.856,0
blue-collar,51,3,4.856,0
services,49,2,4.856,0
admin.,35,2,4.856,0
admin.,44,3,4.856,0
admin.,37,2,4.856,0
management,47,3,4.856,0
management,43,3,4.856,0
blue-collar,40,3,4.856,0
management,32,4,4.856,0
blue-collar,42,2,4.856,0
self-employed,42,4,4.856,0
technician,39,2,4.856,0
housemaid,32,2,4.856,0
services,30,4,4.856,0
blue-collar,42,4,4.856,0
blue-collar,35,3,4.856,0
retired,56,2,4.856,0
blue-collar,40,4,4.856,0
admin.,26,2,4.856,0
management,57,3,4.856,0
blue-collar,51,4,4.856,0
technician,31,2,4.856,0
admin.,31,2,4.856,0
services,60,1,4.856,0
admin.,29,1,4.856,0
entrepreneur,44,2,4.856,1
technician,26,3,4.856,0
blue-collar,54,5,4.856,0
blue-collar,34,3,4.856,0
admin.,29,2,4.856,0
admin.,33,2,4.856,0
blue-collar,35,3,4.856,0
management,42,3,4.856,0
retired,53,3,4.856,0
technician,51,2,4.856,0
retired,59,3,4.856,0
admin.,51,3,4.856,0
blue-collar,36,2,4.856,0
technician,47,3,4.856,0
admin.,51,2,4.856,0
admin.,42,4,4.856,0
technician,40,8,4.856,0
blue-collar,26,2,4.856,0
technician,45,5,4.856,0
blue-collar,51,7,4.856,0
services,42,2,4.856,0
technician,31,6,4.856,0
blue-collar,38,2,4.856,0
services,51,3,4.856,0
entrepreneur,39,5,4.856,0
blue-collar,36,3,4.856,0
services,60,1,4.856,0
management,34,1,4.856,0
blue-collar,41,3,4.856,0
management,34,1,4.856,0
blue-collar,36,3,4.856,0
technician,33,2,4.856,0
admin.,46,1,4.856,0
blue-collar,44,3,4.856,0
blue-collar,30,2,4.856,0
management,34,1,4.856,0
admin.,54,4,4.856,1
self-employed,58,2,4.856,0
services,29,3,4.856,0
entrepreneur,41,4,4.856,0
blue-collar,53,2,4.856,0
admin.,35,3,4.856,0
blue-collar,34,3,4.856,0
blue-collar,36,4,4.856,0
blue-collar,31,2,4.856,0
retired,59,2,4.856,0
technician,49,2,4.856,0
management,37,1,4.856,0
management,50,2,4.856,0
services,34,5,4.856,0
admin.,32,2,4.856,0
blue-collar,45,3,4.856,0
management,39,3,4.856,0
unknown,43,3,4.856,0
blue-collar,43,2,4.856,0
blue-collar,52,2,4.856,0
blue-collar,54,2,4.856,0
blue-collar,54,2,4.856,0
services,31,2,4.856,0
blue-collar,35,5,4.856,0
admin.,28,2,4.856,0
retired,56,4,4.856,0
admin.,35,2,4.856,0
blue-collar,45,3,4.856,0
entrepreneur,38,3,4.856,0
technician,42,3,4.856,0
blue-collar,44,2,4.856,0
admin.,58,4,4.856,0
admin.,43,3,4.855,0
technician,37,3,4.855,0
blue-collar,45,2,4.855,0
retired,59,6,4.855,0
blue-collar,50,2,4.855,0
admin.,41,2,4.855,0
admin.,33,2,4.855,0
blue-collar,46,2,4.855,0
admin.,30,3,4.855,0
services,28,2,4.855,0
admin.,58,2,4.855,0
blue-collar,43,1,4.855,0
self-employed,39,5,4.855,0
services,25,3,4.855,0
admin.,39,3,4.855,0
retired,42,1,4.855,0
admin.,43,1,4.855,0
admin.,43,1,4.855,0
admin.,33,1,4.855,0
unknown,52,1,4.855,0
services,42,1,4.855,1
blue-collar,53,1,4.855,0
housemaid,41,1,4.855,0
blue-collar,48,1,4.855,0
admin.,40,1,4.855,0
admin.,40,1,4.855,0
blue-collar,53,1,4.855,0
admin.,55,1,4.855,0
technician,39,1,4.855,0
blue-collar,35,1,4.855,0
housemaid,50,1,4.855,0
services,38,1,4.855,0
unemployed,41,1,4.855,0
technician,44,1,4.855,0
admin.,39,2,4.855,0
unknown,44,1,4.855,0
technician,51,1,4.855,0
technician,41,2,4.855,0
technician,31,1,4.855,0
blue-collar,40,1,4.855,0
self-employed,38,1,4.855,0
blue-collar,48,1,4.855,0
admin.,32,1,4.855,0
blue-collar,46,3,4.855,1
housemaid,49,1,4.855,0
blue-collar,47,1,4.855,0
blue-collar,28,1,4.855,0
admin.,38,1,4.855,0
blue-collar,28,1,4.855,0
services,51,1,4.855,0
blue-collar,50,2,4.855,0
admin.,38,1,4.855,0
blue-collar,48,1,4.855,0
technician,44,1,4.855,0
technician,30,1,4.855,0
blue-collar,34,3,4.855,0
blue-collar,36,1,4.855,0
management,41,2,4.855,0
blue-collar,40,1,4.855,0
unknown,35,1,4.855,0
blue-collar,46,1,4.855,0
unknown,35,1,4.855,0
management,32,1,4.855,0
admin.,34,1,4.855,0
blue-collar,35,1,4.855,0
admin.,28,1,4.855,0
services,30,1,4.855,0
unemployed,48,1,4.855,0
blue-collar,53,1,4.855,0
management,31,2,4.855,0
retired,59,2,4.855,0
unemployed,51,1,4.855,0
services,47,2,4.855,0
technician,40,2,4.855,0
entrepreneur,42,1,4.855,0
housemaid,30,1,4.855,0
blue-collar,40,2,4.855,0
housemaid,30,1,4.855,0
entrepreneur,50,3,4.855,0
blue-collar,36,1,4.855,0
unemployed,29,1,4.855,0
blue-collar,43,1,4.855,0
services,35,1,4.855,0
unknown,35,1,4.855,0
blue-collar,48,7,4.855,0
technician,49,1,4.855,0
blue-collar,44,1,4.855,0
blue-collar,32,1,4.855,1
admin.,55,1,4.855,0
admin.,41,1,4.855,0
student,27,1,4.855,0
blue-collar,41,1,4.855,0
blue-collar,36,2,4.855,0
services,45,1,4.855,0
blue-collar,36,1,4.855,0
technician,54,1,4.855,0
admin.,48,1,4.855,0
blue-collar,32,1,4.855,0
management,33,1,4.855,0
blue-collar,43,1,4.855,0
technician,44,1,4.855,0
technician,50,3,4.855,0
student,32,1,4.855,0
blue-collar,43,1,4.855,0
student,32,1,4.855,0
blue-collar,43,1,4.855,0
admin.,40,2,4.855,0
services,24,1,4.855,0
technician,32,1,4.855,0
blue-collar,43,1,4.855,0
technician,43,2,4.855,1
admin.,35,1,4.855,0
admin.,33,1,4.855,0
blue-collar,43,1,4.855,0
technician,48,1,4.855,0
housemaid,52,1,4.855,0
blue-collar,49,1,4.855,0
admin.,30,1,4.855,0
services,36,1,4.855,0
blue-collar,39,1,4.855,0
blue-collar,39,1,4.855,0
admin.,36,4,4.855,0
blue-collar,39,1,4.855,0
admin.,31,1,4.855,0
technician,41,2,4.855,0
unknown,35,2,4.855,0
retired,55,1,4.855,0
retired,57,2,4.855,0
entrepreneur,38,1,4.855,0
blue-collar,52,1,4.855,0
services,60,1,4.855,0
student,24,2,4.855,0
entrepreneur,38,1,4.855,0
technician,44,1,4.855,0
blue-collar,42,1,4.855,0
services,25,1,4.855,0
admin.,32,1,4.855,0
blue-collar,51,1,4.855,0
admin.,28,1,4.855,0
housemaid,27,1,4.855,0
blue-collar,35,1,4.855,0
services,45,1,4.855,0
services,30,2,4.855,0
entrepreneur,60,1,4.855,0
services,28,1,4.855,0
blue-collar,45,1,4.855,0
unemployed,37,1,4.855,0
unemployed,37,1,4.855,0
services,36,1,4.855,0
blue-collar,49,1,4.855,0
services,35,1,4.855,0
admin.,34,3,4.855,0
blue-collar,31,1,4.855,0
admin.,42,1,4.855,0
blue-collar,39,2,4.855,0
services,33,2,4.855,0
unemployed,38,1,4.855,0
admin.,30,2,4.855,0
blue-collar,31,1,4.855,0
management,39,1,4.855,0
blue-collar,37,1,4.855,0
blue-collar,48,1,4.855,0
services,32,1,4.855,0
blue-collar,48,2,4.855,0
technician,37,1,4.855,0
technician,37,1,4.855,0
services,26,1,4.855,0
management,33,1,4.855,0
admin.,54,1,4.855,0
blue-collar,37,4,4.855,0
entrepreneur,35,1,4.855,0
admin.,45,1,4.855,0
services,33,1,4.855,0
admin.,54,1,4.855,1
blue-collar,37,2,4.855,0
blue-collar,35,1,4.855,0
blue-collar,33,1,4.855,0
technician,49,2,4.855,0
technician,43,4,4.855,0
entrepreneur,43,2,4.855,0
blue-collar,39,3,4.855,0
blue-collar,47,3,4.855,0
services,30,2,4.855,0
admin.,51,1,4.855,0
blue-collar,59,1,4.855,0
blue-collar,31,1,4.855,0
unemployed,39,2,4.855,0
blue-collar,43,1,4.855,0
blue-collar,30,1,4.855,0
blue-collar,37,1,4.855,0
blue-collar,42,3,4.855,0
blue-collar,37,1,4.855,0
admin.,37,2,4.855,0
blue-collar,37,1,4.855,0
management,36,2,4.855,0
blue-collar,48,1,4.855,0
services,43,3,4.855,0
blue-collar,28,1,4.855,0
admin.,30,1,4.855,0
entrepreneur,60,2,4.855,0
blue-collar,31,1,4.855,0
entrepreneur,38,1,4.855,0
technician,50,1,4.855,1
blue-collar,36,1,4.855,0
unemployed,50,1,4.855,0
entrepreneur,54,1,4.855,0
management,33,2,4.855,0
entrepreneur,20,1,4.855,0
blue-collar,24,1,4.855,0
management,28,1,4.855,0
housemaid,55,1,4.855,0
blue-collar,25,1,4.855,0
admin.,41,1,4.855,0
blue-collar,39,3,4.855,0
blue-collar,27,1,4.855,0
blue-collar,27,1,4.855,0
blue-collar,34,1,4.855,0
technician,25,1,4.855,0
management,48,2,4.855,0
blue-collar,36,1,4.855,0
blue-collar,36,5,4.855,0
blue-collar,27,1,4.855,0
management,45,2,4.855,0
blue-collar,28,2,4.855,0
technician,30,2,4.855,0
blue-collar,43,2,4.855,0
admin.,32,2,4.855,0
services,29,2,4.855,0
blue-collar,35,2,4.855,0
admin.,43,2,4.855,0
unknown,35,3,4.855,0
admin.,36,2,4.855,0
admin.,36,2,4.855,0
admin.,48,3,4.855,0
blue-collar,38,3,4.855,0
blue-collar,38,2,4.855,0
admin.,45,4,4.855,0
technician,35,2,4.855,0
services,42,2,4.855,0
blue-collar,56,2,4.855,0
technician,30,2,4.855,0
blue-collar,45,1,4.855,0
services,39,2,4.855,0
blue-collar,36,1,4.855,0
admin.,32,1,4.855,0
admin.,29,1,4.855,0
blue-collar,34,1,4.855,0
self-employed,36,2,4.855,0
management,33,1,4.855,0
unemployed,43,1,4.855,0
services,31,2,4.855,1
blue-collar,35,1,4.855,0
admin.,42,1,4.855,0
blue-collar,35,1,4.855,0
blue-collar,44,1,4.855,0
technician,36,2,4.855,0
admin.,47,1,4.855,0
technician,59,2,4.855,0
blue-collar,29,2,4.855,0
services,30,2,4.855,0
blue-collar,38,2,4.855,0
management,45,2,4.855,0
self-employed,28,1,4.855,0
blue-collar,37,2,4.855,0
entrepreneur,38,2,4.855,0
admin.,28,2,4.855,0
technician,31,2,4.855,0
blue-collar,37,2,4.855,0
housemaid,36,5,4.855,0
housemaid,54,2,4.855,0
retired,53,5,4.855,0
unemployed,43,2,4.855,0
admin.,49,3,4.855,0
self-employed,32,1,4.855,0
services,36,1,4.855,0
blue-collar,50,1,4.855,0
blue-collar,51,2,4.855,0
blue-collar,38,2,4.855,0
self-employed,44,6,4.855,0
blue-collar,29,1,4.855,0
blue-collar,46,1,4.855,0
unemployed,32,4,4.855,0
blue-collar,43,2,4.855,0
admin.,53,7,4.855,0
blue-collar,43,2,4.855,0
services,35,3,4.855,0
admin.,49,3,4.855,0
blue-collar,35,2,4.855,0
services,40,2,4.855,0
services,29,3,4.855,0
blue-collar,43,2,4.855,0
blue-collar,47,3,4.855,0
technician,38,2,4.855,0
technician,48,2,4.855,0
retired,53,5,4.855,0
management,53,3,4.855,0
blue-collar,51,2,4.855,1
services,35,2,4.855,0
entrepreneur,31,2,4.855,1
entrepreneur,46,2,4.855,0
blue-collar,28,2,4.855,0
admin.,38,2,4.855,0
self-employed,28,1,4.855,0
technician,50,1,4.855,0
management,32,2,4.855,0
blue-collar,31,7,4.855,0
blue-collar,39,1,4.855,0
blue-collar,41,5,4.855,0
admin.,31,2,4.855,0
blue-collar,54,2,4.855,0
blue-collar,34,2,4.855,0
services,51,2,4.855,0
blue-collar,45,3,4.855,0
admin.,32,1,4.855,0
student,28,2,4.855,0
management,40,2,4.855,0
admin.,55,4,4.855,0
self-employed,41,1,4.855,0
services,57,2,4.855,0
entrepreneur,44,2,4.855,0
blue-collar,29,2,4.855,0
admin.,38,9,4.855,0
blue-collar,34,1,4.855,0
technician,36,2,4.855,0
services,39,2,4.855,0
blue-collar,30,2,4.855,0
services,35,2,4.855,0
entrepreneur,60,2,4.855,0
blue-collar,35,2,4.855,0
self-employed,38,2,4.855,0
blue-collar,57,5,4.855,0
technician,44,2,4.855,0
entrepreneur,40,6,4.855,0
technician,46,2,4.855,0
technician,50,2,4.855,0
management,45,3,4.855,0
services,57,2,4.855,0
admin.,35,2,4.855,0
blue-collar,38,9,4.855,0
services,30,2,4.855,0
services,25,4,4.855,0
self-employed,52,2,4.855,0
technician,37,3,4.855,0
retired,60,2,4.855,0
blue-collar,42,3,4.855,0
blue-collar,37,3,4.855,0
services,43,4,4.855,0
services,33,2,4.855,0
technician,32,2,4.855,0
technician,41,2,4.855,0
blue-collar,37,3,4.855,0
blue-collar,39,2,4.855,0
services,36,2,4.855,0
blue-collar,38,2,4.855,0
admin.,33,2,4.855,0
services,41,2,4.855,1
services,58,5,4.855,0
blue-collar,44,2,4.855,0
blue-collar,36,2,4.855,0
admin.,33,3,4.855,0
technician,30,3,4.855,0
blue-collar,44,2,4.855,0
admin.,32,3,4.855,0
admin.,38,2,4.855,0
blue-collar,41,2,4.855,0
services,40,2,4.855,0
blue-collar,33,2,4.855,0
admin.,28,2,4.855,0
blue-collar,46,3,4.855,0
technician,35,3,4.855,0
admin.,40,3,4.855,0
services,36,2,4.855,0
management,38,3,4.855,0
services,36,4,4.855,0
admin.,40,4,4.855,0
services,31,2,4.855,0
technician,47,3,4.855,0
technician,35,2,4.855,0
admin.,29,2,4.855,0
blue-collar,29,2,4.855,0
self-employed,35,4,4.855,0
services,33,7,4.855,0
management,41,2,4.855,0
admin.,54,3,4.855,0
admin.,31,3,4.855,0
technician,55,2,4.855,0
admin.,38,5,4.855,0
services,41,4,4.855,0
unemployed,49,4,4.855,0
services,39,3,4.855,0
blue-collar,34,2,4.855,0
services,39,3,4.855,0
services,37,2,4.855,0
blue-collar,45,5,4.855,0
admin.,49,2,4.855,0
blue-collar,43,2,4.855,0
management,40,3,4.855,0
admin.,42,3,4.855,0
services,47,3,4.855,0
entrepreneur,56,3,4.855,0
management,43,4,4.855,0
blue-collar,34,2,4.855,0
admin.,29,2,4.855,0
entrepreneur,53,3,4.855,0
entrepreneur,50,3,4.855,0
self-employed,51,3,4.855,0
entrepreneur,20,3,4.855,0
blue-collar,41,5,4.855,0
blue-collar,47,7,4.855,0
technician,48,2,4.855,0
entrepreneur,29,2,4.855,0
technician,28,4,4.855,0
blue-collar,31,3,4.855,0
blue-collar,29,3,4.855,0
blue-collar,42,3,4.855,0
blue-collar,40,2,4.855,0
management,33,3,4.855,0
services,33,1,4.855,0
management,34,5,4.855,0
admin.,36,3,4.855,0
admin.,35,4,4.855,0
technician,38,4,4.855,0
blue-collar,31,2,4.855,0
blue-collar,30,3,4.855,0
admin.,42,4,4.855,0
technician,27,2,4.855,0
retired,39,4,4.855,0
admin.,38,2,4.855,0
management,30,2,4.855,0
housemaid,52,1,4.855,0
admin.,38,5,4.855,0
technician,54,3,4.855,0
admin.,29,3,4.855,0
blue-collar,32,2,4.855,0
admin.,28,2,4.855,0
admin.,30,4,4.855,0
technician,44,4,4.855,0
blue-collar,37,2,4.855,0
admin.,48,2,4.855,0
blue-collar,25,2,4.855,0
blue-collar,49,4,4.855,0
technician,60,5,4.855,0
admin.,29,5,4.855,0
technician,55,2,4.855,0
blue-collar,41,2,4.855,0
services,39,4,4.855,0
management,39,1,4.855,0
admin.,31,1,4.855,0
services,38,1,4.855,0
technician,32,5,4.855,0
housemaid,53,2,4.855,0
admin.,37,1,4.855,0
self-employed,34,4,4.855,0
admin.,31,1,4.855,0
unemployed,39,1,4.855,0
unemployed,39,1,4.855,0
unemployed,39,1,4.855,0
admin.,37,1,4.855,0
blue-collar,30,1,4.855,0
blue-collar,32,1,4.855,0
technician,37,3,4.855,0
blue-collar,27,1,4.855,0
unknown,32,4,4.855,1
blue-collar,33,1,4.855,0
blue-collar,47,1,4.855,0
blue-collar,40,1,4.855,0
blue-collar,38,3,4.855,0
services,33,3,4.855,1
admin.,54,1,4.855,0
services,51,2,4.855,0
blue-collar,41,1,4.855,0
blue-collar,51,1,4.855,0
services,55,1,4.855,0
admin.,39,1,4.855,0
self-employed,37,1,4.855,0
blue-collar,39,2,4.855,0
management,33,1,4.855,0
management,33,1,4.855,0
management,59,2,4.855,0
technician,55,2,4.855,0
blue-collar,53,1,4.855,0
services,36,3,4.855,0
services,40,1,4.855,0
technician,37,1,4.855,0
housemaid,56,2,4.855,0
admin.,32,2,4.855,0
management,38,1,4.855,1
services,28,1,4.855,0
blue-collar,30,1,4.855,0
management,45,1,4.855,0
housemaid,60,3,4.855,1
student,32,3,4.855,0
unemployed,39,1,4.855,0
services,56,1,4.855,0
blue-collar,31,1,4.855,0
entrepreneur,20,2,4.855,0
blue-collar,42,2,4.855,0
admin.,46,2,4.855,0
technician,28,1,4.855,0
admin.,41,1,4.855,0
admin.,33,1,4.855,0
admin.,43,1,4.855,0
admin.,43,1,4.855,0
unemployed,47,1,4.855,0
technician,24,1,4.855,0
blue-collar,31,1,4.855,0
services,25,2,4.855,0
blue-collar,35,1,4.855,0
blue-collar,58,3,4.855,0
blue-collar,35,1,4.855,1
blue-collar,35,3,4.855,0
admin.,25,1,4.855,0
blue-collar,31,1,4.855,0
admin.,39,1,4.855,0
blue-collar,39,1,4.855,0
blue-collar,37,1,4.855,0
unemployed,36,1,4.855,0
unemployed,45,1,4.855,0
blue-collar,30,1,4.855,0
retired,60,1,4.855,0
admin.,37,1,4.855,0
services,28,1,4.855,0
admin.,45,1,4.855,0
entrepreneur,31,1,4.855,0
unemployed,49,2,4.855,0
unknown,46,1,4.855,0
services,36,1,4.855,0
technician,33,1,4.855,0
services,27,1,4.855,0
retired,60,1,4.855,0
retired,60,1,4.855,0
services,27,1,4.855,0
blue-collar,39,2,4.855,0
services,39,2,4.855,0
unknown,35,4,4.855,0
admin.,56,2,4.855,0
admin.,39,2,4.855,0
entrepreneur,35,3,4.855,0
technician,35,2,4.855,0
management,58,1,4.855,0
management,29,1,4.855,0
blue-collar,32,2,4.855,0
management,35,1,4.855,0
admin.,26,1,4.855,0
technician,31,1,4.855,0
blue-collar,33,2,4.855,1
blue-collar,39,3,4.855,0
blue-collar,49,1,4.855,0
admin.,31,1,4.855,0
admin.,31,1,4.855,0
blue-collar,49,1,4.855,0
blue-collar,49,1,4.855,0
entrepreneur,31,2,4.855,0
management,36,2,4.855,0
management,52,1,4.855,0
blue-collar,37,1,4.855,0
blue-collar,40,1,4.855,0
blue-collar,36,1,4.855,0
technician,34,2,4.855,0
management,39,1,4.855,0
management,39,1,4.855,0
retired,58,1,4.855,0
services,56,1,4.855,0
blue-collar,29,2,4.855,0
admin.,39,2,4.855,0
technician,31,2,4.855,0
management,60,1,4.855,0
blue-collar,39,1,4.855,0
admin.,49,1,4.855,0
unemployed,45,2,4.855,0
blue-collar,32,1,4.855,0
technician,41,6,4.855,0
services,32,2,4.855,0
services,46,1,4.855,0
services,28,1,4.855,0
blue-collar,51,1,4.855,0
services,50,1,4.855,0
admin.,35,2,4.855,0
services,24,1,4.855,0
blue-collar,51,1,4.855,1
admin.,59,1,4.855,0
technician,33,1,4.855,0
unemployed,36,1,4.855,0
services,24,1,4.855,0
blue-collar,30,1,4.855,0
admin.,49,3,4.855,0
technician,38,2,4.855,0
admin.,34,2,4.855,0
technician,25,2,4.855,0
unemployed,35,2,4.855,0
entrepreneur,43,2,4.855,0
unemployed,36,1,4.855,0
unemployed,36,1,4.855,0
technician,37,3,4.855,0
self-employed,36,1,4.855,0
admin.,32,2,4.855,0
blue-collar,33,5,4.855,0
services,42,3,4.855,0
admin.,37,2,4.855,0
admin.,35,2,4.855,0
admin.,50,1,4.855,0
admin.,48,2,4.855,0
management,50,1,4.855,0
technician,39,1,4.855,0
management,33,1,4.855,0
admin.,29,2,4.855,0
admin.,33,1,4.855,0
admin.,41,2,4.855,0
blue-collar,46,3,4.855,0
services,27,2,4.855,0
admin.,42,2,4.855,0
admin.,44,2,4.855,0
housemaid,37,1,4.855,0
services,24,1,4.855,0
blue-collar,30,1,4.855,0
management,53,1,4.855,0
entrepreneur,36,1,4.855,0
services,24,1,4.855,1
entrepreneur,49,1,4.855,0
blue-collar,41,1,4.855,0
admin.,40,2,4.855,0
housemaid,40,1,4.855,0
entrepreneur,49,1,4.855,0
admin.,25,2,4.855,0
management,34,4,4.855,0
technician,34,3,4.855,0
blue-collar,28,1,4.855,0
admin.,39,2,4.855,0
technician,34,2,4.855,0
technician,36,1,4.855,0
technician,60,2,4.855,0
retired,32,3,4.855,0
housemaid,40,1,4.855,0
blue-collar,56,1,4.855,0
technician,36,1,4.855,0
entrepreneur,27,2,4.855,0
blue-collar,33,1,4.855,0
technician,36,1,4.855,0
blue-collar,47,1,4.855,0
blue-collar,47,1,4.855,0
unemployed,40,3,4.855,0
blue-collar,30,4,4.855,0
housemaid,37,2,4.855,0
technician,39,2,4.855,0
blue-collar,58,2,4.855,0
admin.,32,2,4.855,1
blue-collar,34,1,4.855,0
blue-collar,43,1,4.855,0
technician,30,1,4.855,0
admin.,52,1,4.855,0
blue-collar,46,1,4.855,0
admin.,32,1,4.855,0
self-employed,53,2,4.855,0
blue-collar,45,1,4.855,0
blue-collar,31,1,4.855,0
technician,51,1,4.855,0
admin.,45,1,4.855,0
admin.,32,1,4.855,0
admin.,43,3,4.855,0
admin.,34,1,4.855,0
blue-collar,25,1,4.855,0
management,41,3,4.855,0
blue-collar,25,1,4.855,0
admin.,43,2,4.855,1
blue-collar,34,2,4.855,0
admin.,44,2,4.855,0
admin.,59,2,4.855,0
technician,39,2,4.855,0
management,52,4,4.855,0
blue-collar,50,2,4.855,0
admin.,42,3,4.855,0
technician,30,2,4.855,0
services,49,2,4.855,0
blue-collar,44,2,4.855,1
technician,41,3,4.855,0
services,27,4,4.855,0
admin.,32,1,4.855,0
admin.,27,2,4.855,0
management,29,1,4.855,0
admin.,53,2,4.855,0
blue-collar,30,1,4.855,0
management,29,1,4.855,0
technician,32,1,4.855,0
admin.,55,1,4.855,0
admin.,39,1,4.855,0
blue-collar,37,1,4.855,0
admin.,26,1,4.855,0
self-employed,52,1,4.855,0
admin.,28,5,4.855,0
management,33,2,4.855,0
management,60,3,4.855,0
blue-collar,45,1,4.855,0
admin.,32,2,4.855,0
unemployed,50,1,4.855,0
management,47,2,4.855,0
technician,40,3,4.855,0
services,45,1,4.855,0
blue-collar,52,3,4.855,0
management,43,2,4.855,0
blue-collar,40,2,4.855,0
blue-collar,43,2,4.855,0
blue-collar,28,3,4.855,0
technician,36,4,4.855,0
services,37,1,4.855,0
admin.,32,2,4.855,0
technician,26,2,4.855,0
admin.,35,5,4.855,0
admin.,56,2,4.855,0
blue-collar,56,1,4.855,0
entrepreneur,37,2,4.855,0
technician,43,3,4.855,0
housemaid,41,1,4.855,0
unemployed,55,7,4.855,0
technician,43,1,4.855,0
unknown,29,2,4.855,0
services,31,2,4.855,0
admin.,39,1,4.855,0
blue-collar,38,1,4.855,0
admin.,56,1,4.855,0
entrepreneur,36,1,4.855,0
management,54,9,4.855,0
admin.,34,3,4.855,0
services,28,2,4.855,0
blue-collar,34,7,4.855,0
blue-collar,45,2,4.855,0
admin.,59,2,4.855,0
blue-collar,46,1,4.855,0
blue-collar,25,2,4.855,0
admin.,33,1,4.855,0
admin.,27,1,4.855,0
admin.,33,1,4.855,0
blue-collar,56,2,4.855,0
admin.,25,2,4.855,0
housemaid,30,2,4.855,0
blue-collar,38,4,4.855,0
self-employed,37,2,4.855,0
entrepreneur,58,4,4.855,0
blue-collar,28,2,4.855,0
blue-collar,42,2,4.855,0
technician,36,3,4.855,0
management,52,2,4.855,0
technician,33,2,4.855,0
management,33,2,4.855,0
blue-collar,29,3,4.855,0
blue-collar,34,5,4.855,0
management,50,2,4.855,0
management,38,2,4.855,0
services,33,4,4.855,0
admin.,42,2,4.855,0
self-employed,52,4,4.855,0
blue-collar,28,2,4.855,0
services,56,2,4.855,0
technician,35,2,4.855,0
admin.,33,2,4.855,0
blue-collar,32,1,4.855,0
retired,50,2,4.855,0
admin.,29,3,4.855,0
technician,30,2,4.855,0
blue-collar,46,3,4.855,0
admin.,26,2,4.855,0
admin.,34,4,4.855,0
self-employed,46,7,4.855,0
management,33,2,4.855,0
housemaid,50,2,4.855,0
technician,31,2,4.855,0
blue-collar,48,4,4.855,0
entrepreneur,57,2,4.855,0
admin.,45,2,4.855,0
services,50,2,4.855,0
unknown,44,2,4.855,0
services,44,2,4.855,0
services,32,2,4.855,0
housemaid,37,3,4.855,0
admin.,34,2,4.855,0
services,27,2,4.855,0
housemaid,40,3,4.855,0
services,39,3,4.855,0
admin.,29,2,4.855,0
blue-collar,34,5,4.855,0
blue-collar,25,1,4.855,0
services,29,3,4.855,0
technician,44,3,4.855,0
admin.,33,2,4.855,0
blue-collar,33,2,4.855,0
blue-collar,40,3,4.855,0
retired,59,4,4.855,0
technician,38,2,4.855,0
blue-collar,41,4,4.855,0
services,33,2,4.855,0
admin.,36,3,4.855,0
admin.,48,3,4.855,0
services,44,2,4.855,0
blue-collar,50,3,4.855,0
self-employed,35,2,4.855,0
